add-yield-s,4,80,640,902711,1410,0
add-yield-s,8,80,1280,1945018,1519,0
add-yield-s,12,80,1920,4064733,2117,0
add-yield-s,16,80,2560,4902223,1914,0
add-yield-s,20,80,3200,10276932,3211,0
add-yield-s,1,100,200,302485,1512,0
add-yield-s,2,100,400,607548,1518,0
add-yield-s,4,100,800,993186,1241,0
add-yield-s,8,100,1600,2643420,1652,0
add-yield-s,12,100,2400,4372539,1821,0
add-yield-s,16,100,3200,5735280,1792,0
add-yield-s,20,100,4000,9390148,2347,0
add-yield-s,1,1000,2000,1463024,731,0
add-yield-s,2,1000,4000,3202898,800,0
add-yield-s,4,1000,8000,7504205,938,0
add-yield-s,8,1000,16000,23311411,1456,0
add-yield-s,12,1000,24000,44669780,1861,0
add-yield-s,16,1000,32000,66406200,2075,0
add-yield-s,20,1000,40000,100015413,2500,0
add-yield-s,1,10000,20000,12852672,642,0
add-yield-s,2,10000,40000,26865579,671,0
add-yield-s,4,10000,80000,71084369,888,0
add-yield-s,8,10000,160000,248964922,1556,0
add-yield-s,12,10000,240000,476780148,1986,0
add-yield-s,16,10000,320000,615604302,1923,0
add-yield-s,20,10000,400000,794760194,1986,0
add-yield-s,1,100000,200000,118441034,592,0
add-yield-s,2,100000,400000,270140903,675,0
add-yield-s,4,100000,800000,754014383,942,0
add-yield-s,8,100000,1600000,2488479846,1555,0
add-yield-s,12,100000,2400000,3363177411,1401,0
add-yield-s,16,100000,3200000,5596516856,1748,0
add-yield-s,20,100000,4000000,10923534197,2730,0
add-c,1,10,20,181693,9084,0
add-c,2,10,40,214818,5370,0
add-c,4,10,80,221328,2766,0
add-c,8,10,160,317520,1984,0
add-c,12,10,240,415596,1731,0
add-c,16,10,320,514403,1607,0
add-c,20,10,400,625447,1563,0
add-c,1,20,40,146735,3668,0
add-c,2,20,80,180563,2257,0
add-c,4,20,160,202965,1268,0
add-c,8,20,320,347271,1085,0
add-c,12,20,480,402719,838,0
add-c,16,20,640,500452,781,0
add-c,20,20,800,638540,798,0
add-c,1,40,80,145501,1818,0
add-c,2,40,160,905292,5658,0
add-c,4,40,320,229733,717,0
add-c,8,40,640,322720,504,0
add-c,12,40,960,416385,433,0
add-c,16,40,1280,495832,387,0
add-c,20,40,1600,584895,365,0
add-c,1,80,160,140956,880,0
add-c,2,80,320,202615,633,0
add-c,4,80,640,198270,309,0
add-c,8,80,1280,324960,253,0
add-c,12,80,1920,393027,204,0
add-c,16,80,2560,487126,190,0
add-c,20,80,3200,593289,185,0
add-c,1,100,200,147702,738,0
add-c,2,100,400,201804,504,0
add-c,4,100,800,225441,281,0
add-c,8,100,1600,338036,211,0
add-c,12,100,2400,416711,173,0
add-c,16,100,3200,520530,162,0
add-c,20,100,4000,1800550,450,0
add-c,1,1000,2000,181100,90,0
add-c,2,1000,4000,328831,82,0
add-c,4,1000,8000,731693,91,0
add-c,8,1000,16000,1584444,99,0
add-c,12,1000,24000,2601590,108,0
add-c,16,1000,32000,3468985,108,0
add-c,20,1000,40000,4668644,116,0
add-c,1,10000,20000,598613,29,0
add-c,2,10000,40000,1965498,49,0
add-c,4,10000,80000,7193728,89,0
add-c,8,10000,160000,14751847,92,0
add-c,12,10000,240000,22350783,93,0
add-c,16,10000,320000,28821121,90,0
add-c,20,10000,400000,43496202,108,0
add-c,1,100000,200000,4278349,21,0
add-c,2,100000,400000,24060968,60,0
